pair_id,associated_dis,country,iso3,year,disaster_type,disaster_subtype,disaster_type_final,is_drought,is_earthquake,is_warm_anom,is_cold_anom,is_extreme_temp,is_flood,is_landslide,is_tropical,is_unknown_storm,is_convective_storm,minmax_intensity,X Intensity,int_drought,int_earthquake,int_extreme_temp,int_flood,int_landslide,int_tropical,int_unknown_storm,int_conv_storm,Richter,warm_anom,cold_anom,drought_days,extreme_temp_days,prcp_sum,elevation,fault_density,slope,road_density,mm_elevation,mm_fault_density,mm_slope,mm_road_density,X Elevation,X Fault Density,X Slope,X Road Density,msl_pressure,wind_speed,multi,Hazard Group,ln10_Total_Damage,Y Damage ($ ln10),hdi,le,eys,mys,gnipc,gdi,gii,phdi,mm_phdi,multi_phdi,single_phdi,X PHDI,X PPP,Economy,Code,Region,income_group,income_group2,Income Group,is_high_upper_middle,is_low_lower_middle,Lending category,Other (EMU or HIPC),ppp,mm_ppp,multi_ppp,single_ppp,CAPE,start_year_x,start_month_x,start_day_x,start_date,ny_date,dist_to_ny,end_year,end_month,end_day,duration_days,lat,lon
p361,Hail,United States,USA,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.33,0.33,0,0,0,0,0,0,0,0.33,0,19.77733333,0,0,0,80.09,194.7526093,0,1.715151548,388.751709,0.04,0,0.08,0.09,0.04,0,0.08,0.09,101632.36,14.07,1,Multi-hazard,5.502887119,5.502887119,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.57,United States,USA,North America,High income,High_income,High,1,0,,,35798,0.57,0.57,0,3701.283109,1998,4,8,35893,35796,97,1998,4,9,2,34.60464657,-87.58512862
p362,,China,CHN,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,18.40055556,0,0,0,0.24,985.1734619,0.00000292,1.47415483,62.81624985,0.2,0.04,0.06,0.02,0.2,0.04,0.06,0.02,105110.37,20.78,0,Single Hazard,5.331107279,5.331107279,0.564,71.1721,9.309840202,5.571597767,2964.657096,0.896,0.278,0.533,0.52,0,0.52,0.533,0.04,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,2880,0.04,0,0.04,1116.839028,1998,4,18,35903,35796,107,1998,4,19,2,41.11196232,85.20363342
p363,,India,IND,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.47,0.47,0,0,0,0,0,0,0,0.47,0,27.051,0,0,0,144.94,94.44016266,0,1.184179187,175.8406219,0.02,0,0.05,0.04,0.02,0,0.05,0.04,101609.92,13.21,0,Single Hazard,4.200768445,4.200768445,0.478,61.7919,8.242063522,3.805872951,2345.162554,0.741,0.678,0.468,0.4,0,0.4,0.468,0.03,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1888,0.03,0,0.03,5162.340531,1998,3,24,35878,35796,82,1998,3,24,1,21.94966065,87.08336026
p364,"Slide (land, mud, snow, rock)",Italy,ITA,1998,landslide,Unknown,landslide,0,0,0,0,0,0,1,0,0,0,0.51,0.51,0,0,0,0,0.51,0,0,0,0,0,0,0,0,404.89,340.1772766,0.0000168,4.819416046,685.4163208,0.07,0.21,0.21,0.17,0.07,0.21,0.21,0.17,0,0,1,Multi-hazard,4.658650437,4.658650437,0.829,78.8062,14.77297974,8.490116616,41091.27344,0.956,0.182,0.696,0.82,0.82,0,0.696,0.4,Italy,ITA,Europe & Central Asia,High income,High_income,High,1,0,,EMU,25140,0.4,0.4,0,1327.298643,1998,5,1,35916,35796,120,1998,5,7,7,40.85998593,14.84055422
p365,,Turkey,TUR,1998,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,546.88,596.4389038,0.0000291,5.921251297,472.7494507,0.12,0.37,0.26,0.11,0.12,0.37,0.26,0.11,0,0,0,Single Hazard,6.200773095,6.200773095,0.652,71.0388,10.34612989,5.161526149,16104.2375,0.835,0.593,0.601,0.64,0,0.64,0.601,0.23,Türkiye,TUR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,14572,0.23,0,0.23,1773.473029,1998,5,20,35935,35796,139,1998,5,23,4,41.17694778,31.87020203
p366,Hail,United States,USA,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.37,0.37,0,0,0,0,0,0,0,0.37,0,24.25477778,0,0,0,64.41,325.9440002,0,1.452679992,981.1199951,0.07,0,0.06,0.24,0.07,0,0.06,0.24,102005.02,15.05,1,Multi-hazard,6.501911807,6.501911807,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.7,United States,USA,North America,High income,High_income,High,1,0,,,43301,0.7,0.7,0,4079.175042,1998,5,15,35930,35796,134,1998,5,16,2,44.35681113,-92.47689535
p367,,China,CHN,1998,landslide,Landslide,landslide,0,0,0,0,0,0,1,0,0,0,0.44,0.44,0,0,0,0,0.44,0,0,0,0,20.393,0,0,0,347.22,348.0485535,0,8.280508995,176.9738159,0.07,0,0.36,0.04,0.07,0,0.36,0.04,0,0,0,Single Hazard,6.150163062,6.150163062,0.564,71.1721,9.309840202,5.571597767,2964.657096,0.896,0.278,0.533,0.52,0,0.52,0.533,0.03,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,2387,0.03,0,0.03,5530.878702,1998,5,1,35916,35796,120,1998,5,26,26,28.68028708,110.987749
p368,,China,CHN,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,19.62433333,0,0,0,989.93,260.9271851,0,7.267759323,123.9131927,0.05,0,0.32,0.03,0.05,0,0.32,0.03,0,0,0,Single Hazard,4.741104305,4.741104305,0.564,71.1721,9.309840202,5.571597767,2964.657096,0.896,0.278,0.533,0.52,0,0.52,0.533,0.03,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,2278,0.03,0,0.03,6529.860345,1998,5,24,35939,35796,143,1998,5,24,1,23.58110726,111.1009197
p369,Hail,United States,USA,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.46,0.46,0,0,0,0,0,0,0,0.46,0,0,0,0,0,40.87,211.7935486,0,0.243736923,491.9746399,0.04,0,0.01,0.12,0.04,0,0.01,0.12,102252.88,18.73,1,Multi-hazard,6.200773095,6.200773095,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.64,United States,USA,North America,High income,High_income,High,1,0,,,39615,0.64,0.64,0,5090.316573,1998,5,30,35945,35796,149,1998,6,1,3,42.89878488,-81.91510544
p370,,India,IND,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.67,0.67,0,0,0,0,0,0.67,0,0,0,28.56633333,0,0,0,301.52,77.59877777,0,0.389236957,351.9231873,0.02,0,0.02,0.08,0.02,0,0.02,0.08,101038.83,32.43,0,Single Hazard,5.871945778,5.871945778,0.478,61.7919,8.242063522,3.805872951,2345.162554,0.741,0.678,0.468,0.4,0,0.4,0.468,0.05,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,3120,0.05,0,0.05,5059.449163,1998,6,9,35955,35796,159,1998,6,11,3,22.03648374,71.72953944
p371,"Slide (land, mud, snow, rock)",Romania,ROU,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.12,0.12,0,0,0,0.12,0,0,0,0,0,12.52933333,0,0,0,361.34,746.8743896,0,7.133527756,236.3579865,0.15,0,0.31,0.06,0.15,0,0.31,0.06,0,0,1,Multi-hazard,5.376865175,5.376865175,0.7,70.125,11.13547039,9.283307838,11722.06464,0.959,0.455,0.644,0.73,0.73,0,0.644,0.14,Romania,ROU,Europe & Central Asia,High income,High_income,High,1,0,IBRD,,9093,0.14,0.14,0,3099.836296,1998,6,15,35961,35796,165,1998,6,30,16,46.40972681,24.99074939
p372,Rain,United States,USA,1998,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,25.99733333,0,0,0,37.4,265.5085754,0,0.388010025,687.0150146,0.05,0,0.02,0.17,0.05,0,0.02,0.17,0,0,1,Multi-hazard,5.871945778,5.871945778,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.66,United States,USA,North America,High income,High_income,High,1,0,,,41415,0.66,0.66,0,7036.834175,1998,6,24,35970,35796,174,1998,7,1,8,41.04945963,-84.39199817
p373,,Turkey,TUR,1998,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,23.08844444,0,0,0,11.25,377.8056335,0.000052,4.619826794,599.1670532,0.08,0.65,0.2,0.14,0.08,0.65,0.2,0.14,0,0,0,Single Hazard,5.941136108,5.941136108,0.652,71.0388,10.34612989,5.161526149,16104.2375,0.835,0.593,0.601,0.64,0,0.64,0.601,0.15,Türkiye,TUR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,9366,0.15,0,0.15,3295.329895,1998,6,28,35974,35796,178,1998,6,28,1,36.7268252,36.01189261
p374,,Bangladesh,BGD,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.13,0.13,0,0,0,0.13,0,0,0,0,0,28.092,0,0,0,406.53,18.11704063,0.00000958,0.429280967,1451.616333,0,0.12,0.02,0.35,0,0.12,0.02,0.35,0,0,0,Single Hazard,6.834241671,6.834241671,0.467,63.9168,7.357542801,4.095237884,1883.766462,0.748,0.695,0.462,0.39,0,0.39,0.462,0.02,Bangladesh,BGD,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1594,0.02,0,0.02,4632.917675,1998,7,5,35981,35796,185,1998,9,22,80,24.29590494,90.16259214
p375,,New Zealand,NZL,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,151.74,394.5090637,0.0000289,4.802242756,441.7510376,0.08,0.36,0.21,0.11,0.08,0.36,0.21,0.11,0,0,0,Single Hazard,5.075835179,5.075835179,0.874,78.1725,17.21707423,12.2670969,26215.0132,0.979,0.2,0.718,0.86,0,0.86,0.718,0.42,New Zealand,NZL,East Asia & Pacific,High income,High_income,High,1,0,,,26319,0.42,0,0.42,660.3755055,1998,6,30,35976,35796,180,1998,7,20,21,-38.48231191,175.678586
p376,Drought,United States,USA,1998,extreme temperature ,Heat wave,extreme temperature ,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,19.27188889,0,0,81,137.68,309.6062622,0,0.915253103,632.3320923,0.06,0,0.04,0.15,0.06,0,0.04,0.15,0,0,1,Multi-hazard,6.831709331,6.831709331,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.62,United States,USA,North America,High income,High_income,High,1,0,,,38623,0.62,0.62,0,2793.032945,1998,5,1,35916,35796,120,1998,7,20,81,33.3476305,-98.09568679
p377,,Kyrgyzstan,KGZ,1998,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,10.85444444,0,0,0,306.67,1737.443115,0.0000138,11.50815582,233.1796875,0.35,0.17,0.5,0.06,0.35,0.17,0.5,0.06,0,0,0,Single Hazard,3.581038949,3.581038949,0.609,65.1138,11.22022343,10.15482208,2766.706583,0.969,0.485,0.588,0.62,0,0.62,0.588,0.02,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1447,0.02,0,0.02,2442.266919,1998,5,18,35933,35796,137,1998,5,22,5,40.85258309,72.83894823
p378,,South Korea,KOR,1998,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,24.65622222,0,0,0,560.28,225.1537018,0,7.266958714,1261.874146,0.05,0,0.32,0.3,0.05,0,0.32,0.3,0,0,0,Single Hazard,6.371034966,6.371034966,0.804,75.4636,15.20499992,10.37200584,18907.77671,0.925,0.219,0.704,0.84,0,0.84,0.704,0.29,"Korea, Rep.",KOR,East Asia & Pacific,High income,High_income,High,1,0,,,18250,0.29,0,0.29,4176.454153,1998,7,31,36007,35796,211,1998,8,10,11,35.9342224,127.6536588
p379,,Nepal,NPL,1998,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.23,0.23,0,0,0,0.23,0,0,0,0,0,17.11433333,0,0,0,705.83,1400.269409,0.0000106,11.86971855,374.3444519,0.28,0.13,0.52,0.09,0.28,0.13,0.52,0.09,0,0,0,Single Hazard,4.543198586,4.543198586,0.455,61.5493,8.670995235,2.69288172,1901.426337,0.788,0.697,0.452,0.37,0,0.37,0.452,0.02,Nepal,NPL,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1512,0.02,0,0.02,6858.177346,1998,7,4,35980,35796,184,1998,8,25,53,27.63457696,84.80825474
p380,,Australia,AUS,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.04,0.04,0,0,0,0.04,0,0,0,0,0,11.65755556,0,0,0,116.4,297.7056274,0,1.287011862,145.0532684,0.06,0,0.06,0.04,0.06,0,0.06,0.04,0,0,0,Single Hazard,5.200773915,5.200773915,0.891,79.0275,20.46224033,11.30790549,35853.05196,0.966,0.169,0.59,0.62,0,0.62,0.59,0.55,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,34125,0.55,0,0.55,512.5860864,1998,7,17,35993,35796,197,1998,9,8,54,-30.35602055,149.5645647
p381,,United States,USA,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0,21.15422222,0,0,0,245.36,363.3193359,0,0.876162827,330.1786499,0.07,0,0.04,0.08,0.07,0,0.04,0.08,0,0,0,Single Hazard,4.978924254,4.978924254,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0,0.67,0.615,0.68,United States,USA,North America,High income,High_income,High,1,0,,,42137,0.68,0,0.68,2708.849099,1998,8,7,36014,35796,218,1998,8,7,1,44.64088617,-89.73484025
p382,,Australia,AUS,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.16,0.16,0,0,0,0.16,0,0,0,0,0,12.76644444,0,0,0,494.82,234.5781708,0,0.505498409,128.7078247,0.05,0,0.02,0.03,0.05,0,0.02,0.03,0,0,0,Single Hazard,5.289617934,5.289617934,0.891,79.0275,20.46224033,11.30790549,35853.05196,0.966,0.169,0.59,0.62,0,0.62,0.59,0.55,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,34282,0.55,0,0.55,714.6273175,1998,7,21,35997,35796,201,1998,9,9,51,-32.16565906,147.0085368
p383,,Nepal,NPL,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,16.21833333,0,0,0,557.92,3040.790039,0.0000121,16.14911079,230.7611084,0.62,0.15,0.71,0.06,0.62,0.15,0.71,0.06,0,0,0,Single Hazard,3.899765802,3.899765802,0.455,61.5493,8.670995235,2.69288172,1901.426337,0.788,0.697,0.452,0.37,0,0.37,0.452,0.02,Nepal,NPL,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1603,0.02,0,0.02,3990.314315,1998,8,28,36035,35796,239,1998,8,31,4,28.31735356,84.79235115
p384,,Mexico,MEX,1998,flood,Coastal flood,flood,0,0,0,0,0,1,0,0,0,0,0.11,0.11,0,0,0,0.11,0,0,0,0,0,19.80222222,0,0,0,344.92,2121.703857,0,3.544636011,456.7947083,0.43,0,0.16,0.11,0.43,0,0.16,0.11,0,0,0,Single Hazard,5.98087427,5.98087427,0.696,72.8448,11.51010036,6.521856022,16530.8313,0.92,0.462,0.642,0.72,0,0.72,0.642,0.16,Mexico,MEX,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,10238,0.16,0,0.16,5579.518258,1998,9,3,36041,35796,245,1998,9,12,10,22.83838866,-102.8557478
p386,,Dominican Republic,DOM,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.69,0.69,0,0,0,0,0,0.69,0,0,0,0,0,0,0,47.61,199.6038513,0.00000969,2.866317987,205.6144104,0.04,0.12,0.13,0.05,0.04,0.12,0.13,0.05,101945.77,33.14,0,Single Hazard,6.497767277,6.497767277,0.633,69.0964,10.62383579,6.247783477,8299.853678,0.931,0.518,0.603,0.65,0,0.65,0.603,0.11,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,7333,0.11,0,0.11,3902.388964,1998,9,20,36058,35796,262,1998,9,30,11,18.48164676,-70.05567341
p387,,Philippines,PHL,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2883.87,159.2065277,0.0000445,3.814979315,953.491333,0.03,0.56,0.17,0.23,0.03,0.56,0.17,0.23,101187.08,18.1,0,Single Hazard,5.140482902,5.140482902,0.63,69.0996,11.22480965,7.48951416,4932.066665,0.938,0.493,0.615,0.67,0,0.67,0.615,0.06,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4101,0.06,0,0.06,3442.183938,1998,9,18,36056,35796,260,1998,9,18,1,14.99587245,121.0369003
p388,,Japan,JPN,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,0,0,0,0,0.48,0,0,0,22.03722222,0,0,0,819,762.7731323,0.0000606,10.21879482,584.9329224,0.15,0.76,0.45,0.14,0.15,0.76,0.45,0.14,102679.24,24.94,0,Single Hazard,6.677894441,6.677894441,0.871,80.6402,14.07285023,11.99613972,37789.3161,0.949,0.161,0.724,0.87,0,0.87,0.724,0.49,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,30388,0.49,0,0.49,2393.627363,1998,9,22,36060,35796,264,1998,9,22,1,36.31925367,137.6185597
p389,Flood,South Korea,KOR,1998,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.54,0.54,0,0,0,0,0,0,0.54,0,0,18.97733333,0,0,0,96.98,263.2263489,0,7.322901249,633.8327026,0.05,0,0.32,0.15,0.05,0,0.32,0.15,102527.46,21.22,1,Multi-hazard,4.614074229,4.614074229,0.804,75.4636,15.20499992,10.37200584,18907.77671,0.925,0.219,0.704,0.84,0.84,0,0.704,0.29,"Korea, Rep.",KOR,East Asia & Pacific,High income,High_income,High,1,0,,,18520,0.29,0.29,0,1736.993362,1998,9,28,36066,35796,270,1998,10,1,4,36.31491242,128.7497666
p390,Flood,United States,USA,1998,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.57,0.57,0,0,0,0,0,0,0,0.57,0,18.01044444,0,0,0,601.12,418.7549438,0,0.523096919,312.456604,0.08,0,0.02,0.08,0.08,0,0.02,0.08,102041.84,15.67,1,Multi-hazard,4.89974392,4.89974392,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.61,United States,USA,North America,High income,High_income,High,1,0,,,37966,0.61,0.61,0,6253.924404,1998,10,4,36072,35796,276,1998,10,4,1,37.03386664,-97.94520952
p391,,Philippines,PHL,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.51,0.51,0,0,0,0,0,0.51,0,0,0,0,0,0,0,283.72,431.2787476,0.000034,7.590276241,291.5299377,0.09,0.43,0.33,0.07,0.09,0.43,0.33,0.07,101699.43,26.15,0,Single Hazard,4.89974392,4.89974392,0.63,69.0996,11.22480965,7.48951416,4932.066665,0.938,0.493,0.615,0.67,0,0.67,0.615,0.04,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2631,0.04,0,0.04,5125.860864,1998,10,13,36081,35796,285,1998,10,18,6,17.26615831,121.0577278
p392,,Japan,JPN,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.28,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,143.02,246.4845886,0.0000143,5.787531853,551.142395,0.05,0.18,0.25,0.13,0.05,0.18,0.25,0.13,103010.05,17.29,0,Single Hazard,5.726465576,5.726465576,0.871,80.6402,14.07285023,11.99613972,37789.3161,0.949,0.161,0.724,0.87,0,0.87,0.724,0.44,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,27243,0.44,0,0.44,1585.462439,1998,10,13,36081,35796,285,1998,10,18,6,34.60714608,132.7891401
p393,Flood,United States,USA,1998,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.23,0.23,0,0,0,0,0,0,0.23,0,0,18.96422222,0,0,0,24,1179.619263,0,0.722414255,195.203125,0.24,0,0.03,0.05,0.24,0,0.03,0.05,102418.78,13.28,1,Multi-hazard,6.200773095,6.200773095,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0.67,0,0.615,0.6,United States,USA,North America,High income,High_income,High,1,0,,,37554,0.6,0.6,0,2489.971099,1998,10,16,36084,35796,288,1998,10,19,4,35.24473404,-102.4527701
p394,,Vietnam,VNM,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,27.05977778,0,0,0,52.9,304.7603455,0,4.029533863,393.177002,0.06,0,0.18,0.09,0.06,0,0.18,0.09,0,0,0,Single Hazard,4.337499195,4.337499195,0.569,72.1068,10.33500004,5.300604783,2661.435576,0.949,0.342,0.557,0.56,0,0.56,0.557,0.02,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1574,0.02,0,0.02,5345.67424,1998,10,16,36084,35796,288,1998,10,23,8,13.26447525,108.9139735
p395,"Slide (land, mud, snow, rock)",Iran,IRN,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,30,945.0643921,0.0000181,6.050981998,58.95243073,0.19,0.23,0.27,0.01,0.19,0.23,0.27,0.01,0,0,1,Multi-hazard,4.904066052,4.904066052,0.669,68.73,11.2939198,7.936083617,9667.874268,0.794,0.596,0.621,0.68,0.68,0,0.621,0.12,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,7516,0.12,0.12,0,7409.113851,1998,7,31,36007,35796,211,1998,8,6,7,37.86244692,48.75071468
p396,,China,CHN,1998,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,6.714555556,0,0,0,153.17,4897.617676,0.0000184,5.568075657,40.50416565,0.99,0.23,0.24,0.01,0.99,0.23,0.24,0.01,0,0,0,Single Hazard,4.504484455,4.504484455,0.564,71.1721,9.309840202,5.571597767,2964.657096,0.896,0.278,0.533,0.52,0,0.52,0.533,0.02,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,1713,0.02,0,0.02,7893.638655,1998,8,31,36038,35796,242,1998,8,31,1,31.69003921,88.13130923
p397,,Armenia,ARM,1998,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,14.71888889,0,0,0,160.26,1693.413574,0.0000461,6.406064987,333.636261,0.34,0.58,0.28,0.08,0.34,0.58,0.28,0.08,0,0,0,Single Hazard,2.281033367,2.281033367,0.654,70.5142,11.18412018,10.34653996,3778.688421,0.976,0.438,0.637,0.71,0,0.71,0.637,0.06,Armenia,ARM,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,4047,0.06,0,0.06,2869.733783,1998,5,30,35945,35796,149,1998,5,30,1,40.17881954,44.53554269
p398,,Ukraine,UKR,1998,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,1.122555556,0,0,0,165.3,450.0803223,0,5.192534924,333.4694519,0.09,0,0.23,0.08,0.09,0,0.23,0.08,0,0,0,Single Hazard,3.300812794,3.300812794,0.696,68.3991,12.82629795,10.57931497,6837.21638,1.006,0.429,0.644,0.73,0,0.73,0.644,0.11,Ukraine,UKR,Europe & Central Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,6950,0.11,0,0.11,146.854043,1998,11,8,36107,35796,311,1998,11,8,1,48.4603468,23.0799768
p399,,United States,USA,1998,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.19,0.19,0,0,0,0,0,0,0.19,0,0,17.74411111,0,0,0,0.22,418.7549438,0,0.523096919,312.456604,0.08,0,0.02,0.08,0.08,0,0.02,0.08,102419.79,12.04,0,Single Hazard,3.50174373,3.50174373,0.893,76.66,15.96201992,13.03310394,47253.20126,0.991,0.28,0.615,0.67,0,0.67,0.615,0.61,United States,USA,North America,High income,High_income,High,1,0,,,37966,0.61,0,0.61,966.2434804,1998,10,10,36078,35796,282,1998,11,3,25,37.03386664,-97.94520952
p400,Flood,Vietnam,VNM,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.29,0.29,0,0,0,0,0,0.29,0,0,0,21.88477778,0,0,0,889.62,508.758667,0,6.506209373,399.6020508,0.1,0,0.29,0.1,0.1,0,0.29,0.1,102046.37,17.92,1,Multi-hazard,5.170188349,5.170188349,0.569,72.1068,10.33500004,5.300604783,2661.435576,0.949,0.342,0.557,0.56,0.56,0,0.557,0.02,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1523,0.02,0.02,0,1808.081943,1998,11,13,36112,35796,316,1998,11,29,17,14.18869079,108.1288296
p401,,Cuba,CUB,1998,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.44,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,32.41,24.0446434,0.00000334,0.254059315,246.2897644,0,0.04,0.01,0.06,0,0.04,0.01,0.06,101766.5,23.41,0,Single Hazard,6.501803227,6.501803227,0.678,75.5639,11.90639019,9.812635694,3911.467378,0.914,0.386,0.635,0.71,0,0.71,0.635,0.16,Cuba,CUB,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,,,10105,0.16,0,0.16,4373.818504,1998,9,22,36060,35796,264,1998,9,22,1,21.35740954,-77.92969357
p402,"Slide (land, mud, snow, rock)",China,CHN,1998,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,13.22522222,0,0,0,13.21,368.2561951,0,3.873925447,663.6228638,0.07,0,0.17,0.16,0.07,0,0.17,0.16,0,0,1,Multi-hazard,5.045870392,5.045870392,0.564,71.1721,9.309840202,5.571597767,2964.657096,0.896,0.278,0.533,0.52,0.52,0,0.533,0.05,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,3672,0.05,0.05,0,189.8813422,1998,11,19,36118,35796,322,1998,11,19,1,29.82492816,105.9375354
