pair_id,associated_dis,country,iso3,year,disaster_type,disaster_subtype,disaster_type_final,is_drought,is_earthquake,is_warm_anom,is_cold_anom,is_extreme_temp,is_flood,is_landslide,is_tropical,is_unknown_storm,is_convective_storm,minmax_intensity,X Intensity,int_drought,int_earthquake,int_extreme_temp,int_flood,int_landslide,int_tropical,int_unknown_storm,int_conv_storm,Richter,warm_anom,cold_anom,drought_days,extreme_temp_days,prcp_sum,elevation,fault_density,slope,road_density,mm_elevation,mm_fault_density,mm_slope,mm_road_density,X Elevation,X Fault Density,X Slope,X Road Density,msl_pressure,wind_speed,multi,Hazard Group,ln10_Total_Damage,Y Damage ($ ln10),hdi,le,eys,mys,gnipc,gdi,gii,phdi,mm_phdi,multi_phdi,single_phdi,X PHDI,X PPP,Economy,Code,Region,income_group,income_group2,Income Group,is_high_upper_middle,is_low_lower_middle,Lending category,Other (EMU or HIPC),ppp,mm_ppp,multi_ppp,single_ppp,CAPE,start_year_x,start_month_x,start_day_x,start_date,ny_date,dist_to_ny,end_year,end_month,end_day,duration_days,lat,lon
p1589,"Slide (land, mud, snow, rock)",India,IND,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.57,0.57,0,0,0,0.57,0,0,0,0,0,22.63511111,0,0,0,1748.27,180.8970947,0.0000217,2.391416788,513.8733521,0.04,0.27,0.1,0.12,0.04,0.27,0.1,0.12,0,0,1,Multi-hazard,5.250905263,5.250905263,0.619,69.0736,11.86649036,6.012339541,5056.665926,0.835,0.558,0.598,0.64,0.64,0,0.598,0.06,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4136,0.06,0.06,0,5153.372621,2014,9,24,41906,41640,266,2014,10,11,18,25.80593111,90.54042311
p1590,Surge,India,IND,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0,0,0,0,0.6,0,0,0,25.28533333,0,0,0,377.77,440.4516602,0,4.118379593,315.0284729,0.09,0,0.18,0.08,0.09,0,0.18,0.08,101371.41,29.6,1,Multi-hazard,6.883816448,6.883816448,0.619,69.0736,11.86649036,6.012339541,5056.665926,0.835,0.558,0.598,0.64,0.64,0,0.598,0.07,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4363,0.07,0.07,0,4527.261929,2014,10,12,41924,41640,284,2014,10,12,1,19.88498343,83.04514239
p1591,,Japan,JPN,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,0,0,0,0,0.63,0,0,0,0,0,0,0,542.49,218.0944061,0.0000122,5.21505928,776.9888916,0.04,0.15,0.23,0.19,0.04,0.15,0.23,0.19,102728.24,30.73,0,Single Hazard,5.038719486,5.038719486,0.914,83.6525,15.10060828,13.23975723,40482.79312,0.966,0.124,0.753,0.93,0,0.93,0.753,0.47,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,29328,0.47,0,0.47,1589.357911,2014,10,12,41924,41640,284,2014,10,13,2,32.22595778,131.0295702
p1592,Flood,Japan,JPN,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.67,0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0,597.97,12.36425304,0.00000495,0.504056692,28.05711746,0,0.06,0.02,0.01,0,0.06,0.02,0.01,102481.02,32.13,1,Multi-hazard,5.038719486,5.038719486,0.914,83.6525,15.10060828,13.23975723,40482.79312,0.966,0.124,0.753,0.93,0.93,0,0.753,0.48,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,30287,0.48,0.48,0,1878.332077,2014,10,6,41918,41640,278,2014,10,6,1,32.78451082,135.4058328
p1593,,Bulgaria,BGR,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.48,0.48,0,0,0,0,0,0,0,0.48,0,23.15511111,0,0,0,39.14,743.333252,0.0000262,6.845505238,464.015625,0.15,0.33,0.3,0.11,0.15,0.33,0.3,0.11,101911.46,12.37,0,Single Hazard,5.775115077,5.775115077,0.807,74.4824,15.08736992,11.05152988,19464.43982,0.992,0.232,0.704,0.84,0,0.84,0.704,0.2,Bulgaria,BGR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,12799,0.2,0,0.2,5249.697343,2014,7,8,41828,41640,188,2014,7,8,1,42.70845242,23.61071672
p1594,,India,IND,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.21,0.21,0,0,0,0.21,0,0,0,0,0,26.74022222,0,0,0,658.65,272.2407837,0,4.143894672,259.7597351,0.06,0,0.18,0.06,0.06,0,0.18,0.06,0,0,0,Single Hazard,5.038719486,5.038719486,0.619,69.0736,11.86649036,6.012339541,5056.665926,0.835,0.558,0.598,0.64,0,0.64,0.598,0.06,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4343,0.06,0,0.06,4768.073734,2014,8,9,41860,41640,220,2014,8,16,8,20.50542802,84.41805896
p1595,"Slide (land, mud, snow, rock)",Mexico,MEX,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.23,0.23,0,0,0,0,0,0.23,0,0,0,19.65788889,0,0,0,401.31,1512.346558,0,10.83985996,429.6730652,0.31,0,0.48,0.1,0.31,0,0.48,0.1,102059.49,15.36,1,Multi-hazard,3.339650158,3.339650158,0.764,74.7974,14.04314995,8.403470039,18423.54338,0.952,0.366,0.706,0.84,0.84,0,0.706,0.13,Mexico,MEX,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,8273,0.13,0.13,0,3901.151237,2014,10,18,41930,41640,290,2014,10,20,3,16.95939346,-97.34140108
p1596,"Slide (land, mud, snow, rock)",Democratic Republic Of The Congo,COD,2014,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.19,0.19,0,0,0,0.19,0,0,0,0,0,20.35944444,0,0,0,569.97,1487.793091,0.0000115,7.434522152,269.8863525,0.3,0.14,0.33,0.07,0.3,0.14,0.33,0.07,0,0,1,Multi-hazard,4.214817366,4.214817366,0.455,58.2963,9.640296569,6.227059841,931.7848699,0.84,0.634,0.449,0.36,0.36,0,0.449,0.01,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,Low_income,Low,0,1,IDA,HIPC,909,0.01,0.01,0,6357.431645,2014,10,25,41937,41640,297,2014,10,28,4,-1.980845878,28.72953597
p1597,Hail,United States,USA,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.38,0.38,0,0,0,0,0,0,0,0.38,0,17.85544444,0,0,0,299.43,62.19320297,0,0.436756074,465.2459717,0.01,0,0.02,0.11,0.01,0,0.02,0.11,102471.35,12.02,1,Multi-hazard,5.269167239,5.269167239,0.919,79.0175,16.14966011,13.22457981,58314.25546,0.99,0.217,0.682,0.8,0.8,0,0.682,0.67,United States,USA,North America,High income,High_income,High,1,0,,,41910,0.67,0.67,0,4190.125402,2014,10,12,41924,41640,284,2014,10,14,3,34.38090068,-90.67732048
p1598,"Slide (land, mud, snow, rock)",Italy,ITA,2014,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,13.91211111,0,0,0,85.49,426.9005127,0.0000217,6.746050358,1250.213623,0.09,0.27,0.3,0.3,0.09,0.27,0.3,0.3,0,0,1,Multi-hazard,5.520161131,5.520161131,0.883,82.908,16.10824966,10.22185993,39490.18497,0.971,0.082,0.791,1,1,0,0.791,0.65,Italy,ITA,Europe & Central Asia,High income,High_income,High,1,0,,EMU,40606,0.65,0.65,0,2986.066379,2014,10,8,41920,41640,280,2014,10,11,4,45.05241386,9.793314697
p1599,,China,CHN,2014,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,9.452111111,0,0,0,72.67,2576.071777,0.0000237,18.05293846,95.26833344,0.52,0.3,0.79,0.02,0.52,0.3,0.79,0.02,0,0,0,Single Hazard,5.476469324,5.476469324,0.725,76.7173,13.26664009,7.105235322,11866.35433,0.967,0.233,0.614,0.67,0,0.67,0.614,0.23,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,14521,0.23,0,0.23,4816.236095,2014,10,7,41919,41640,279,2014,10,7,1,27.79573578,102.0998993
p1600,,United States,USA,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.02,0.02,0,0,0,0,0,0,0,0.02,0,0,-3.308111111,0,0,46.03,157.3257294,0,0.647412419,447.2142944,0.03,0,0.03,0.11,0.03,0,0.03,0.11,103300.03,12.11,0,Single Hazard,5.038719486,5.038719486,0.919,79.0175,16.14966011,13.22457981,58314.25546,0.99,0.217,0.682,0.8,0,0.8,0.682,0.85,United States,USA,North America,High income,High_income,High,1,0,,,52648,0.85,0,0.85,240.8118047,2014,11,15,41958,41640,318,2014,11,19,5,43.85276466,-77.65386253
p1601,Flood,Morocco,MAR,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.22,0.22,0,0,0,0,0,0,0,0.22,0,0,0,0,0,106.01,905.1017456,0.000013,5.290821552,106.228508,0.18,0.16,0.23,0.03,0.18,0.16,0.23,0.03,102083.55,18.99,1,Multi-hazard,5.515839417,5.515839417,0.644,72.5377,12.47205772,5.152,6754.424121,0.841,0.476,0.614,0.67,0.67,0,0.614,0.11,Morocco,MAR,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,6850,0.11,0.11,0,2408.118047,2014,11,21,41964,41640,324,2014,11,24,4,31.60752591,-8.135349925
p1602,,China,CHN,2014,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,0.818111111,0,0,0,4.96,2674.229004,0.0000063,20.10417747,169.1102448,0.54,0.08,0.88,0.04,0.54,0.08,0.88,0.04,0,0,0,Single Hazard,4.737685518,4.737685518,0.725,76.7173,13.26664009,7.105235322,11866.35433,0.967,0.233,0.614,0.67,0,0.67,0.614,0.27,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,17222,0.27,0,0.27,577.9483314,2014,11,22,41965,41640,325,2014,11,22,1,30.61575411,102.7099641
p1603,,Japan,JPN,2014,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,0,0,0,0,28.84,654.8406982,0.0000428,8.256818771,358.4760437,0.13,0.54,0.36,0.09,0.13,0.54,0.36,0.09,0,0,0,Single Hazard,3.339650158,3.339650158,0.914,83.6525,15.10060828,13.23975723,40482.79312,0.966,0.124,0.753,0.93,0,0.93,0.753,0.54,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,33936,0.54,0,0.54,192.6494438,2014,11,22,41965,41640,325,2014,11,22,1,36.69298185,137.8407781
p1604,,Australia,AUS,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.46,0.46,0,0,0,0,0,0,0,0.46,0,33.31777778,0,0,0,8.64,248.8042297,0,0.312890381,78.71718597,0.05,0,0.01,0.02,0.05,0,0.01,0.02,101788.97,9.98,0,Single Hazard,6.038718294,6.038718294,0.931,82.5677,22.93440999,12.16699982,45851.64201,0.972,0.117,0.609,0.66,0,0.66,0.609,0.66,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,40867,0.66,0,0.66,5105.21026,2014,11,22,41965,41640,325,2014,11,30,9,-22.56759196,144.5460786
p1605,"Slide (land, mud, snow, rock)",Philippines,PHL,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.24,0.24,0,0,0,0,0,0.24,0,0,0,0,0,0,0,594.8,52.99876022,0.000016,1.687432408,179.3917999,0.01,0.2,0.07,0.04,0.01,0.2,0.07,0.04,102101.15,15.81,1,Multi-hazard,5.095158886,5.095158886,0.696,71.151,12.64978981,8.971109867,7789.275253,0.978,0.436,0.666,0.77,0.77,0,0.666,0.08,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,5035,0.08,0.08,0,2986.066379,2014,12,12,41985,41640,345,2014,12,12,1,11.7753444,123.153851
p1607,"Slide (land, mud, snow, rock)",United States,USA,2014,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.13,0.13,0,0,0,0.13,0,0,0,0,0,12.485,0,0,0,406.76,299.7861023,0.0000248,2.958838701,619.3981323,0.06,0.31,0.13,0.15,0.06,0.31,0.13,0.15,0,0,1,Multi-hazard,4.992959789,4.992959789,0.919,79.0175,16.14966011,13.22457981,58314.25546,0.99,0.217,0.682,0.8,0.8,0,0.682,0.88,United States,USA,North America,High income,High_income,High,1,0,,,54876,0.88,0.88,0,1300.383746,2014,12,2,41975,41640,335,2014,12,5,4,36.05752145,-119.9432704
p1608,,Malaysia,MYS,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.51,0.51,0,0,0,0.51,0,0,0,0,0,25.70811111,0,0,0,1560.72,160.3327942,0,4.153997421,110.9357147,0.03,0,0.18,0.03,0.03,0,0.18,0.03,0,0,0,Single Hazard,5.492036427,5.492036427,0.792,75.1459,13.45189953,10.14366023,23108.6483,0.977,0.263,0.677,0.79,0,0.79,0.677,0.33,Malaysia,MYS,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,20762,0.33,0,0.33,3660.339432,2014,12,16,41989,41640,349,2014,12,30,15,4.167364541,102.8419604
p1609,"Slide (land, mud, snow, rock)",Philippines,PHL,2014,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.29,0.29,0,0,0,0,0,0.29,0,0,0,26.214,0,0,0,548.67,97.95612335,0.0000101,2.128998518,337.5756836,0.02,0.13,0.09,0.08,0.02,0.13,0.09,0.08,101600.52,17.88,1,Multi-hazard,4.286389097,4.286389097,0.696,71.151,12.64978981,8.971109867,7789.275253,0.978,0.436,0.666,0.77,0.77,0,0.666,0.08,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,5297,0.08,0.08,0,2456.280408,2014,12,28,42001,41640,361,2014,12,31,4,9.781261711,123.8137232
p1610,,Colombia,COL,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,625.9,427.2844849,0.0000201,6.09287262,88.55949402,0.09,0.25,0.27,0.02,0.09,0.25,0.27,0.02,0,0,0,Single Hazard,3.941809473,3.941809473,0.75,76.0427,14.22657967,7.992390156,13432.16118,0.989,0.433,0.704,0.84,0,0.84,0.704,0.14,Colombia,COL,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,8898,0.14,0,0.14,5057.0479,2014,11,1,41944,41640,304,2014,12,20,50,5.98735733,-76.97111851
p1611,Hail,United States,USA,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.99,0.99,0,0,0,0,0,0,0,0.99,0,23.15144444,0,0,0,470.02,315.4411316,0,1.123826146,483.6713867,0.06,0,0.05,0.12,0.06,0,0.05,0.12,101908.24,11.82,1,Multi-hazard,6.242838476,6.242838476,0.919,79.0175,16.14966011,13.22457981,58314.25546,0.99,0.217,0.682,0.8,0.8,0,0.682,0.79,United States,USA,North America,High income,High_income,High,1,0,,,49164,0.79,0.79,0,10884.69357,2014,6,3,41793,41640,153,2014,6,6,4,40.07819586,-95.00557906
p1612,,China,CHN,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.17,0.17,0,0,0,0.17,0,0,0,0,0,21.428,0,0,0,534.13,303.2464294,0,6.147483349,356.4140625,0.06,0,0.27,0.09,0.06,0,0.27,0.09,0,0,0,Single Hazard,5.883816391,5.883816391,0.725,76.7173,13.26664009,7.105235322,11866.35433,0.967,0.233,0.614,0.67,0,0.67,0.614,0.15,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,9513,0.15,0,0.15,5057.0479,2014,5,12,41771,41640,131,2014,5,16,5,27.60708367,111.7085178
p1613,,China,CHN,2014,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.07,0.07,0,0,0,0.07,0,0,0,0,0,28.94422222,0,0,0,219.6,140.705368,0,4.78784132,1529.449951,0.03,0,0.21,0.37,0.03,0,0.21,0.37,0,0,0,Single Hazard,6.080111088,6.080111088,0.725,76.7173,13.26664009,7.105235322,11866.35433,0.967,0.233,0.614,0.67,0,0.67,0.614,0.17,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,10595,0.17,0,0.17,5538.671509,2014,6,4,41794,41640,154,2014,6,28,25,23.33519983,113.4152731
p1614,,China,CHN,2014,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.66,0.66,0,0,0,0,0,0,0,0.66,0,25.34755556,0,0,0,265.19,1117.237183,0,7.41718626,224.3386078,0.23,0,0.33,0.05,0.23,0,0.33,0.05,101480.01,6.7,0,Single Hazard,4.530084383,4.530084383,0.725,76.7173,13.26664009,7.105235322,11866.35433,0.967,0.233,0.614,0.67,0,0.67,0.614,0.09,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,5938,0.09,0,0.09,7224.354142,2014,8,10,41861,41640,221,2014,8,11,2,26.81558477,106.874538
p1615,Flood,Madagascar,MDG,2015,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.39,0.39,0,0,0,0,0,0.39,0,0,0,22.14544444,0,0,0,1246.85,1266.221924,0,5.87417984,146.031601,0.26,0,0.26,0.04,0.26,0,0.26,0.04,101410.83,21.47,1,Multi-hazard,4.594503044,4.594503044,0.504,64.339,10.56871033,4.935426371,1494.630382,0.955,0.559,0.499,0.45,0.45,0,0.499,0.02,Madagascar,MDG,Sub-Saharan Africa,Low income,Low_income,Low,0,1,IDA,HIPC,1373,0.02,0.02,0,4956.559413,2015,1,16,42020,42005,15,2015,1,17,2,-19.92128286,46.89129496
p1616,Flood,Philippines,PHL,2015,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.41,0.41,0,0,0,0,0,0.41,0,0,0,0,0,0,0,1145.59,33.23160553,0.000032,1.308067322,98.24764252,0.01,0.4,0.06,0.02,0.01,0.4,0.06,0.02,101904.77,22.27,1,Multi-hazard,3.038222638,3.038222638,0.698,71.2684,12.82507992,8.796239853,8143.543154,0.979,0.43,0.667,0.77,0.77,0,0.667,0.07,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4349,0.07,0.07,0,3591.258877,2015,1,19,42023,42005,18,2015,1,19,1,12.51580175,123.8708202
p1617,,United States,USA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,-13.28655556,0,0,180.42,253.0455933,0,0.540501714,775.50354,0.05,0,0.02,0.19,0.05,0,0.02,0.19,104982.93,18.1,0,Single Hazard,5.038202753,5.038202753,0.92,78.8694,16.1919899,13.25187969,59682.8778,0.99,0.219,0.687,0.81,0,0.81,0.687,0.73,United States,USA,North America,High income,High_income,High,1,0,,,45550,0.73,0,0.73,112.3348542,2015,1,6,42010,42005,5,2015,1,11,6,41.88019258,-85.5608609
p1618,Snow/ice,United States,USA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,-12.26633333,0,0,81.72,276.2792969,0,3.60731554,1054.326782,0.06,0,0.16,0.25,0.06,0,0.16,0.25,103099.19,23.45,1,Multi-hazard,4.94129274,4.94129274,0.92,78.8694,16.1919899,13.25187969,59682.8778,0.99,0.219,0.687,0.81,0.81,0,0.687,1,United States,USA,North America,High income,High_income,High,1,0,,,62127,1,1,0,551.3048998,2015,1,26,42030,42005,25,2015,1,28,3,42.54447888,-72.46078623
p1619,Flood,Argentina,ARG,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.37,0.37,0,0,0,0,0,0,0,0.37,0,23.91611111,0,0,0,472.49,414.2844849,0.0000049,0.957493246,466.9569397,0.08,0.06,0.04,0.11,0.08,0.06,0.04,0.11,102530.12,10.33,1,Multi-hazard,4.273741836,4.273741836,0.848,76.7602,17.40954971,10.91755009,23508.76738,1,0.345,0.75,0.92,0.92,0,0.75,0.34,Argentina,ARG,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,21643,0.34,0.34,0,4061.337036,2015,2,15,42050,42005,45,2015,2,24,10,-32.14099274,-63.80146137
p1620,Cold wave,United States,USA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,-13.00277778,0,0,95.16,269.7323914,0,2.417103052,586.9415894,0.05,0,0.11,0.14,0.05,0,0.11,0.14,104049.86,17.27,1,Multi-hazard,5.038202753,5.038202753,0.92,78.8694,16.1919899,13.25187969,59682.8778,0.99,0.219,0.687,0.81,0.81,0,0.687,0.73,United States,USA,North America,High income,High_income,High,1,0,,,45166,0.73,0.73,0,145.1711962,2015,2,16,42051,42005,46,2015,2,22,7,38.89206056,-83.20264109
p1621,,Australia,AUS,2015,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.15,0.15,0,0,0,0,0,0.15,0,0,0,34.36555556,0,0,0,1.43,404.2860107,0.0000017,0.468050033,5.389235973,0.08,0.02,0.02,0,0.08,0.02,0.02,0,101274.7,12.61,0,Single Hazard,4.930296845,4.930296845,0.933,82.6552,23.08892059,12.2456398,46307.57617,0.963,0.111,0.615,0.67,0,0.67,0.615,0.95,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,59245,0.95,0,0.95,7680.24757,2015,2,20,42055,42005,50,2015,2,20,1,-22.44041783,127.773621
p1622,"Slide (land, mud, snow, rock)",Afghanistan,AFG,2015,landslide,Avalanche,landslide,0,0,0,0,0,0,1,0,0,0,0.26,0.26,0,0,0,0,0.26,0,0,0,0,3.812111111,0,0,0,213.7,2644.502441,0.0000217,16.26697731,142.0704651,0.54,0.27,0.71,0.03,0.54,0.27,0.71,0.03,0,0,1,Multi-hazard,3.515343893,3.515343893,0.478,62.6587,10.18014979,2.365896084,2101.589319,0.673,0.706,0.474,0.41,0.41,0,0.474,0.03,Afghanistan,AFG,South Asia,Low income,Low_income,Low,0,1,IDA,HIPC,2048,0.03,0.03,0,1565.775045,2015,2,15,42050,42005,45,2015,2,27,13,35.21995938,69.74252815
p1623,Cold wave,United States,USA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,-4.67,0,0,41.16,198.3933258,0,0.265795767,2535.215332,0.04,0,0.01,0.61,0.04,0,0.01,0.61,103843.31,15.34,1,Multi-hazard,5.214295337,5.214295337,0.92,78.8694,16.1919899,13.25187969,59682.8778,0.99,0.219,0.687,0.81,0.81,0,0.687,0.79,United States,USA,North America,High income,High_income,High,1,0,,,49223,0.79,0.79,0,100.2372545,2015,1,31,42035,42005,30,2015,2,4,5,42.50173366,-87.44132892
p1624,,United States,USA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,-18.50966667,0,0,39.72,302.0503235,0,1.586087227,1359.479614,0.06,0,0.07,0.33,0.06,0,0.07,0.33,104048.87,16.79,0,Single Hazard,6.515324803,6.515324803,0.92,78.8694,16.1919899,13.25187969,59682.8778,0.99,0.219,0.687,0.81,0,0.81,0.687,0.78,United States,USA,North America,High income,High_income,High,1,0,,,48673,0.78,0,0.78,131.345368,2015,2,16,42051,42005,46,2015,2,22,7,41.10399609,-81.02545657
p1625,,Indonesia,IDN,2015,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.27,0.27,0,0,0,0.27,0,0,0,0,0,0,0,0,0,816.23,196.754425,0.00000173,2.126687527,445.7250061,0.04,0.02,0.09,0.11,0.04,0.02,0.09,0.11,0,0,0,Single Hazard,5.409271884,5.409271884,0.695,69.6989,13.33804035,7.914480209,9815.404496,0.929,0.478,0.663,0.76,0,0.76,0.663,0.13,Indonesia,IDN,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,8165,0.13,0,0.13,2913.793295,2015,2,8,42043,42005,38,2015,2,13,6,-6.202112106,106.8357425
p1626,,China,CHN,2015,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,5,0.640777778,0,0,0,1.5,985.1734619,0.00000292,1.47415483,62.81624985,0.2,0.04,0.06,0.02,0.2,0.04,0.06,0.02,0,0,0,Single Hazard,4.204038545,4.204038545,0.733,76.9771,13.47687006,7.199924151,12552.18518,0.971,0.224,0.623,0.69,0,0.69,0.623,0.16,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,10363,0.16,0,0.16,285.1577068,2015,2,22,42057,42005,52,2015,2,22,1,41.11196232,85.20363342
p1627,Snow/ice,Italy,ITA,2015,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.04,0.04,0,0,0,0,0,0,0,0.04,0,10.69522222,0,0,0,24.17,438.7475281,0.0000202,6.520003319,726.3183594,0.09,0.25,0.29,0.18,0.09,0.25,0.29,0.18,103022.57,16.5,1,Multi-hazard,5.977223193,5.977223193,0.882,82.5255,16.03336906,10.3059597,39796.6249,0.968,0.079,0.79,1,1,0,0.79,0.59,Italy,ITA,Europe & Central Asia,High income,High_income,High,1,0,,EMU,36635,0.59,0.59,0,528.837929,2015,3,2,42065,42005,60,2015,3,9,8,43.12488999,12.3211715
p1628,,Iran,IRN,2015,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,19.82588889,0,0,0,52.24,558.937561,0.0000161,4.657562256,63.04020691,0.11,0.2,0.2,0.02,0.11,0.2,0.2,0.02,0,0,0,Single Hazard,4.816354003,4.816354003,0.776,75.1239,14.87814045,10.21497011,12730.15472,0.866,0.514,0.691,0.81,0,0.81,0.691,0.22,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,13746,0.22,0,0.22,3173.027574,2015,3,10,42073,42005,68,2015,3,11,2,27.46399832,56.14614444
p1629,"Slide (land, mud, snow, rock)",Chile,CHL,2015,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,58.71,2397.453613,0,8.072412491,97.53489685,0.49,0,0.35,0.02,0.49,0,0.35,0.02,0,0,1,Multi-hazard,6.214294807,6.214294807,0.846,79.746,16.36503983,10.25590992,23730.28359,0.965,0.277,0.773,0.97,0.97,0,0.773,0.53,Chile,CHL,Latin America & Caribbean,High income,High_income,High,1,0,IBRD,,33177,0.53,0.53,0,2628.635588,2015,3,25,42088,42005,83,2015,4,8,15,-27.04600268,-69.77748452
